1,342
2,796
3,1512
4,2349
5,3362
6,3430
7,3357
8,3197
9,3015
10,2812
11,2642
12,2484
13,2291
14,2141
15,2123
16,2297
17,2292
18,2385
19,2476
20,2678
21,2699
22,2725
23,2761
24,2885
25,2965
26,3053
27,3119
28,3039
29,3063
30,3063
31,3037
32,3083
33,3201
34,3326
35,3436
36,3444
37,3484
38,3551
39,3615
40,3745
41,3699
42,3703
43,3730
44,3795
45,3796
46,3862
47,3842
48,3847
49,3905
50,3883
51,3911
52,4032
53,4069
54,4065
55,4086
56,4057
57,4076
58,4151
59,4213
60,4265
61,4294
62,4316
63,4309
64,4338
65,4347
66,4411
67,4446
68,4461
69,4452
70,4468
71,4447
72,4491
73,4511
74,4530
75,4582
76,4608
77,4595
78,4711
79,4724
80,4704
81,4741
82,4710
83,4809
84,4800
85,4772
86,4750
87,4809
88,4816
89,4798
90,4907
91,4949
92,4967
93,5021
94,5057
95,5109
96,5077
97,5113
98,5085
99,5061
100,5006
101,5014
102,5058
103,5121
104,5098
105,5135
106,5150
107,5152
108,5122
109,5095
110,5084
111,5133
112,5152
113,5096
114,5070
115,5059
116,5049
117,5106
118,5171
119,5114
120,5179
121,5176
122,5133
123,5113
124,5157
125,5100
126,5075
127,5077
128,4992
129,4995
130,5030
131,5117
132,5102
133,5063
134,5002
135,4954
136,4888
137,4811
138,4865
139,4890
140,4905
141,4927
142,5008
143,4996
144,5005
145,5026
146,5117
147,5166
148,5197
149,5173
150,5147
151,5109
152,5107
153,5091
154,5066
155,5078
156,5053
157,4976
158,4966
159,5054
160,5089
161,5094
162,5046
163,5040
164,5068
165,5056
166,5040
167,5044
168,5067
169,5060
170,5144
171,5138
172,5159
173,5223
174,5185
175,5156
176,5175
177,5203
178,5242
179,5221
180,5153
181,5073
182,5021
183,5016
184,5077
185,5106
186,5037
187,5021
188,5028
189,4966
190,4912
191,4946
192,5000
193,5050
194,5017
195,5091
196,5142
197,5131
198,5158
199,5214
200,5204
201,5254
202,5238
203,5181
204,5170
205,5183
206,5201
207,5179
208,5216
209,5196
210,5204
211,5277
212,5309
213,5320
214,5267
215,5231
216,5174
217,5180
218,5095
219,5071
220,5010
221,4981
222,4922
223,4907
224,4960
225,4952
226,4978
227,5066
228,5089
229,5137
230,5181
231,5190
232,5213
233,5233
234,5243
235,5216
236,5230
237,5246
238,5167
239,5153
240,5252
241,5171
242,5158
243,5161
244,5141
245,5098
246,5115
247,5100
248,5141
249,5124
250,5126
251,5123
252,5131
253,5104
254,5146
255,5155
256,5156
257,5117
258,5112
259,5099
260,5034
261,5077
262,5188
263,5144
264,5093
265,5099
266,5045
267,5035
268,5028
269,4983
270,5041
271,4978
272,5013
273,5015
274,5072
275,5103
276,5151
277,5162
278,5124
279,5070
280,5113
281,5190
282,5155
283,5098
284,5135
285,5098
286,5110
287,5053
288,5058
289,5051
290,5011
291,5048
292,5124
293,5190
294,5213
295,5193
296,5144
297,5117
298,5100
299,5067
300,5100
301,5113
302,5099
303,5104
304,5051
305,5051
306,5063
307,5028
308,5050
309,5039
310,5034
311,5077
312,5088
313,5173
314,5197
315,5124
316,5125
317,5100
318,5145
319,5109
320,5102
321,5131
322,5139
323,5123
324,5136
325,5133
326,5131
327,5098
328,5132
329,5141
330,5070
331,5054
332,5076
333,5043
334,5040
335,4999
336,4939
337,4975
338,5022
339,5041
340,5047
341,5036
342,5061
343,5097
344,5129
345,5109
346,5096
347,5127
348,5159
349,5107
350,5081
351,5097
352,5111
353,5041
354,5062
355,4994
356,4956
357,4940
358,4944
359,5044
360,5037
361,5035
362,5029
363,5010
364,4997
365,5002
366,4946
367,4992
368,4958
369,4987
370,5016
371,5016
372,4989
373,5048
374,5057
375,5065
376,5161
377,5124
378,5115
379,5137
380,5092
381,5058
382,5039
383,5086
384,5068
385,5112
386,5096
387,5125
388,5186
389,5201
390,5144
391,5160
392,5129
393,5111
394,5033
395,5036
396,5086
397,5037
398,5027
399,5031
400,5047
401,5053
402,5040
403,5014
404,4991
405,4996
406,5044
407,5029
408,5083
409,5109
410,5129
411,5130
412,5151
413,5138
414,5150
415,5148
416,5186
417,5184
418,5172
419,5181
420,5207
421,5225
422,5211
423,5164
424,5169
425,5141
426,5166
427,5227
428,5228
429,5214
430,5150
431,5105
432,5073
433,5005
434,4970
435,4916
436,4934
437,4904
438,4866
439,4833
440,4862
441,4871
442,4944
443,4993
444,5028
445,5063
446,5045
447,5093
448,5179
449,5224
450,5236
451,5240
452,5194
453,5131
454,5109
455,5049
456,5008
457,5062
458,5035
459,5034
460,5024
461,5040
462,5093
463,5077
464,5112
465,5081
466,5113
467,5138
468,5246
469,5285
470,5273
471,5228
472,5170
473,5104
474,5071
475,4999
476,4987
477,4971
478,4975
479,4906
480,4845
481,4846
482,4882
483,4973
484,5044
485,5057
486,5008
487,5028
488,5086
489,5098
490,5120
491,5171
492,5217
493,5189
494,5262
495,5268
496,5274
497,5248
498,5326
499,5320
500,5310
