1,334
2,831
3,1718
4,2679
5,3101
6,3023
7,2875
8,2691
9,2508
10,2310
11,2111
12,1926
13,1730
14,1579
15,1443
16,1643
17,1766
18,1827
19,1814
20,1938
21,1849
22,1875
23,1817
24,1768
25,1776
26,1787
27,1726
28,1594
29,1498
30,1437
31,1319
32,1268
33,1323
34,1283
35,1251
36,1214
37,1143
38,1077
39,1061
40,1050
41,1019
42,939
43,964
44,967
45,1007
46,967
47,984
48,922
49,956
50,946
51,914
52,853
53,805
54,760
55,698
56,641
57,607
58,610
59,629
60,620
61,588
62,557
63,529
64,532
65,503
66,522
67,492
68,469
69,478
70,439
71,425
72,398
73,370
74,392
75,363
76,328
77,292
78,325
79,296
80,283
81,258
82,243
83,241
84,238
85,236
86,220
87,219
88,208
89,194
90,182
91,169
92,169
93,154
94,139
95,124
96,109
97,103
98,92
99,82
100,71
101,61
102,53
103,47
104,41
105,53
106,50
107,47
108,52
109,50
110,47
111,45
112,42
113,40
114,38
115,35
116,32
117,28
118,27
119,25
120,24
121,22
122,19
123,16
124,13
125,12
126,10
127,8
128,7
129,6
130,6
131,7
132,14
133,15
134,15
135,14
136,13
137,12
138,16
139,16
140,15
141,17
142,18
143,18
144,18
145,17
146,16
147,15
148,14
149,13
150,12
151,11
152,10
153,9
154,8
155,7
156,6
157,5
158,4
159,3
160,2
161,1
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
